Created Date,Record Number,Record Type,Status,Address,Property/Project Name,Description,Expiration Date,Column 1,Column 2
12/09/2025,006441-25PA,Building & Land Use Pre-Application,Completed,500    5TH  AVE  N  SEATTLE,,"change from ""B"" Business occupancy, to ""A"" Assembly occupancy - unconcentrated use - tables & chairs.",,,
12/09/2025,006446-25PA,Building & Land Use Pre-Application,Completed,9111    40TH  AVE  SW  SEATTLE,Prather Foundation Repair,Installation of 14 piles to stabilize SFR after settling,,,
12/09/2025,006443-25PA,Building & Land Use Pre-Application,Completed,4073    GILMAN  AVE  W,,*Full plan review required* CONVERT EXISTING ONE BEDROOM APARTMENT UNIT INTO TWO BEDROOM UNIT,,,
12/08/2025,006412-25PA,Building & Land Use Pre-Application,Completed,4628    42ND  AVE  S  SEATTLE,Adler Landscape,"Landscape improvements in the backyard including retaining walls, patios, walkways, stairs, etc.",,,
12/08/2025,006397-25PA,Building & Land Use Pre-Application,Completed,115   E  ALLISON  ST   SEATTLE,zoning-only (no construction) use permit,"I need zoning-only (no construction) use permit. I need to establish the new commercial lodging use at the property with SDCI. Then, supply the approval documentation when applying for STR license.",,,
12/08/2025,006419-25PA,Building & Land Use Pre-Application,Withdrawn,16  R  S  MICHIGAN  ST   SEATTLE,S Michigan Regulator Station Generator Replacement,"Note: neighboring address used, work in ROW. WSDOT ROW (approx. 164 S Michigan St): Construct new building for new generator and automatic transfer switch (ATS), remove existing mechanics from existing regulator station. SDOT ROW: Install approximately 650 feet of conduit on S Michigan St via open trench installation and routing through existing conduit infrastructure to connect power from the new generator to the outfall station in the ROW of S Michigan St (approx. 16 S Michigan St). Remove equipment and equipment pad from outfall station, restore concrete.",,,
12/08/2025,006406-25PA,Building & Land Use Pre-Application,In Process,2321   NE  130TH  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT FOUR NEW SFR'S, WITH PARKING PER PLAN. Future ULS",,,
12/08/2025,006425-25PA,Building & Land Use Pre-Application,Reviews Completed,8402    5TH  AVE  SW  SEATTLE,Thistle Development,Construction (4) new units on lots Y and Z of LBA #3043410-LU. Occupy per plans. Surface & garage parking provided per plan. Existing house on lot X is to remain.,,,
12/08/2025,006398-25PA,Building & Land Use Pre-Application,Completed,7748    CORLISS  AVE  N  SEATTLE,Schulz Conley Residence,Repair to existing detached single family residence (primary dwelling structure) as a result of damage caused from fallen tree.,,,
12/08/2025,006400-25PA,Building & Land Use Pre-Application,Completed,6222    33RD  AVE  NE  SEATTLE,Garage and DADU,Proposed New 2 Story Garage and Detatched ADU.  714sf DADU and 270sf garage.  492sf footprint.  Existing 371sf garage to be removed.,,,
12/08/2025,006407-25PA,Building & Land Use Pre-Application,In Process,2327   NE  130TH  ST   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT FOUR NEW SFR'S, WITH PARKING PER PLAN. Future ULS",,,
12/08/2025,006405-25PA,Building & Land Use Pre-Application,Completed,11504    SAND POINT  WAY  NE  SEATTLE,25-0315 New DADU,Construct new single family dwelling on lot with existing SFR. Establish new dwelling as DADU following the Standard Plan 6880596-SP,,,
12/08/2025,006403-25PA,Building & Land Use Pre-Application,In Process,6716    RAINIER  AVE  S  SEATTLE,African Cultural Arts Center,Removal of existing home and construction of a new institutional community building.,,,
12/08/2025,006417-25PA,Building & Land Use Pre-Application,Withdrawn,11522    5th  AVE  NE,,DEMOLISH EXISTING SINGLE FAMILY RESIDENCEPER SMC 23.40.006.A - STRUCTURE HAS NOT BEEN OCCUPIED AS RENTAL HOUSING DURING THE PRIOR 6 MONTHS,,,
12/08/2025,006402-25PA,Building & Land Use Pre-Application,Completed,130   N  77th  ST,130 n 77th STFI,"Construct alterations to two-family dwelling, subject to field inspection (STFI)",,,
12/08/2025,006418-25PA,Building & Land Use Pre-Application,Completed,6540    19TH  AVE  NE  SEATTLE,Munos Stair Dormer,"Alterations to remove/replace stairs and new dormer to a single-family residence, subject to field inspection.",,,
12/08/2025,006420-25PA,Building & Land Use Pre-Application,Completed,4100    DENSMORE  AVE  N  SEATTLE,***full plan review requried*** #317 FARAJ NEW GARAGE CONSTRUCTION,THIS PROJECT IS NEW GARAGE CONSTRUCTION (PRESCRIPTIVE STRUCTURAL DESIGN PER IRC),,,
12/07/2025,006396-25PA,Building & Land Use Pre-Application,Completed,1715   N  137th  ST,Jhouse Retrofit,"Construct alterations to one-family dwelling, subject to field inspection (STFI)",,,
12/06/2025,006395-25PA,Building & Land Use Pre-Application,Completed,3854    33rd  AVE  W,,Demo existing building and garage and construct 3 new Single Family Homes with Parking per plans.,,,
12/06/2025,006393-25PA,Building & Land Use Pre-Application,In Process,3220   S  DAWSON  ST   SEATTLE,,Construction of 9 townhomes and 2 AADU's on Vacant Parcel,,,
12/06/2025,006394-25PA,Building & Land Use Pre-Application,Completed,5031    M L KING JR  WAY  S  SEATTLE,,Exterior grading adjacent to south property line.  (In support of project to south at 3220 S Dawson St),,,
12/06/2025,006391-25PA,Building & Land Use Pre-Application,In Process,6311    Fauntleroy  WAY  SW,,Construction of 6 Rowhouses and 2 ADU's on vacant parcel.,,,
12/05/2025,006387-25PA,Building & Land Use Pre-Application,Completed,618   NW  47TH  ST   SEATTLE,DADU 618 Lang,Construct new DADU on lot with existing SFR.,,,
12/05/2025,006378-25PA,Building & Land Use Pre-Application,In Process,6517    39TH  AVE  NE  SEATTLE,Kauai Mist 6517 39th,"Construct a new house and AADU on the foundation of an existing house, relocate garage to be attached to house",,,
12/05/2025,006376-25PA,Building & Land Use Pre-Application,Completed,760    ALOHA  ST,MangoApps,"Non-structural interior T.I. including restrooms, partitions, ceilings, casework, finishes in existing gray shell space.",,,
12/05/2025,006384-25PA,Building & Land Use Pre-Application,Completed,6042    33RD  AVE  NE  SEATTLE,Laviolette Garage DADU,THE EXISTING ESTABLISHED 295 SF GARAGE LOCATED ON THE SOUTH EAST CORNER IS BEING CONVERTED INTO A DETACHED AUXILIARY DWELLING UNIT.,,,
12/05/2025,006383-25PA,Building & Land Use Pre-Application,Completed,760    ALOHA  ST,"Shell Improvements - Floors 1, 2 & 3",Non structural interior improvement including core restrooms and interior finishes in existing gray shell space,,,
12/05/2025,006388-25PA,Building & Land Use Pre-Application,Additional Info Requested,5470    SHILSHOLE  AVE  NW  SEATTLE,SHILSHOLE WEST EXTERIOR RENOVATION,SELECTIVE EXTERIOR CLADDING DEMOLITION AND REPLACEMENT,,,
12/05/2025,006371-25PA,Building & Land Use Pre-Application,Additional Info Requested,12569    37TH  AVE  NE  SEATTLE,Ross residence garage addition,New garage (NE corner of house),,,
12/05/2025,006381-25PA,Building & Land Use Pre-Application,Completed,760    ALOHA  ST,4th & 6th Floor Market Ready,"Non-structural interior improvements including restrooms, partitions, ceilings, and finishes in existing gray shell space for market ready viewing.",,,
12/05/2025,006369-25PA,Building & Land Use Pre-Application,Completed,2821    BEACON  AVE  S  SEATTLE,SPL Beacon EV-2059.1,The installation of (2) FLO Level 2 EV chargers in the main parking lot of the Public Library. Power is being sourced from existing Panel.We are also Reworking (1) stall to convert it into an ADA Pathway with Wheelchair Ramp.,,,
12/05/2025,006377-25PA,Building & Land Use Pre-Application,In Process,3613    40th  AVE  W,3613 STFI,"Construct substantial alterations to one-family dwelling, subject to field inspection (STFI)",,,
12/05/2025,006386-25PA,Building & Land Use Pre-Application,Completed,1609   NE  68TH  ST   SEATTLE,,"Construct alterations to one-family dwelling, subject to field inspection (STFI)",,,
12/04/2025,006356-25PA,Building & Land Use Pre-Application,Completed,2518    34TH  AVE  W  SEATTLE,W Magnolia PF S,"External lighting replacement project at Magnolia PF South. Project will replace luminaire poles and lighting fixtures, rewiring.",,,
12/04/2025,006358-25PA,Building & Land Use Pre-Application,Completed,805   S  CHARLES  ST   SEATTLE,CHARLES ST WELD SHOP HVAC,UPGRADE OF EXHAUST FANS AND A NEW MAKEUP AIR UNIT FOR USE IN REMOVAL OF NOXIOUS GASES FROM THE WELDING SHOP.,,,
12/04/2025,006360-25PA,Building & Land Use Pre-Application,Completed,1120    39TH  AVE  E  SEATTLE,Padden Residence,"Interior repairs, due to water damage, to an existing single family residence. Scope primarily includes replacing cabinetry. No change to envelope. No change to existing footprint. No ground disturbance",,,
12/04/2025,006349-25PA,Building & Land Use Pre-Application,Additional Info Requested,9216    36TH  AVE  S  SEATTLE,David Garcia-Townhouses,"Planning on condoization of lot, hoping to build 3 townhouses on lot.",,,
12/04/2025,006350-25PA,Building & Land Use Pre-Application,Completed,313    18TH  AVE   SEATTLE,DE LA FUENTE STFI:  Interior alts,"Construct interior alterations only at upper level of existing one family dwelling, Subject to Field Inspection (STFI).",,,
12/04/2025,006352-25PA,Building & Land Use Pre-Application,Completed,1512  D  NW  57TH  ST   SEATTLE,***PLEASE SCREEN FOR STFI*** Master bedroom party wall sound-proofing,"Alterations to add soundproofing to shared wall in a multi-residential structure, subject to field inspection.",,,
12/04/2025,006365-25PA,Building & Land Use Pre-Application,Additional Info Requested,906   N  88TH  ST   SEATTLE,Kitchen Wall,See activity notes - exempt from permit,,,
12/03/2025,006326-25PA,Building & Land Use Pre-Application,Completed,2125    1ST  AVE   SEATTLE,LaLonde + Bramel Condo Renovation,INTERIOR DEMOLISION & RENOVATION OF EXISTING CONDOMINUM UNIT 2701 PER PLANS.,,,
12/03/2025,006330-25PA,Building & Land Use Pre-Application,Completed,1721    TAYLOR  AVE  N  SEATTLE,1741 Taylor Ave Retaining Wall,"Construct 4' tall block retaining wall to lower grade along north edge of existing apartment building, to provide access for servicing utility penetrations at basement wall. Includes disturbance within a steep slope ECA under a proposed Small Project Waiver.",,,
12/03/2025,006324-25PA,Building & Land Use Pre-Application,Completed,4319   SW  KENYON  ST   SEATTLE,,Demolition of a 12'x12' shed on property.,,,
12/03/2025,006346-25PA,Building & Land Use Pre-Application,In Process,11044    1ST  AVE  NW  SEATTLE,,Construct 2 SFR and 2 DADU with 2 attached garages and 2 surface parking. Demo existing SFR.,,,
12/03/2025,006338-25PA,Building & Land Use Pre-Application,Completed,306    23RD  AVE  S  SEATTLE,,Minor TI consisting of new fixture and finishes per plan.,,,
12/03/2025,006340-25PA,Building & Land Use Pre-Application,Completed,3031    Western  AVE,3031 Western Ave,"A new 13-story (measured from Western Ave) apartment building with 2 and a half levels of below-grade parking and utility space. Approximately 120 units, 40 parking spaces, and indoor & outdoor amenities. Existing structure to be demolished.",,,
12/03/2025,006321-25PA,Building & Land Use Pre-Application,In Process,4811   SW  NIESZ  CT   SEATTLE,,"DEMOLISH EXISTING BUILDING,CONSTRUCT FOUR NEW SFR'S, WITH PARKING PER PLAN.",,,
12/03/2025,006342-25PA,Building & Land Use Pre-Application,Completed,940    26TH  AVE,,"DEMOLISH EXISTING HOUSE. CONSTRUCT FOUR SINGLE-FAMILY HOUSES WITH FOUR GARAGES. TOTAL HARD SURFACE AREA: LESS THAN 5,000 SQ. FT.",,,
12/03/2025,006322-25PA,Building & Land Use Pre-Application,Completed,2905    23RD  AVE  S  SEATTLE,Wittmann-Todd EHR Permit,A basement level Earthquake Home Retrofit using the SDCI provided EHR plan sheets,,,
12/03/2025,006332-25PA,Building & Land Use Pre-Application,Completed,2608    49TH  AVE  SW  SEATTLE,Lebel - Foundation Repair,Underpinning existing foundation. & adding wall anchor's. No change in footprint.,,,
12/03/2025,006345-25PA,Building & Land Use Pre-Application,Completed,300    PINE  ST   SEATTLE,Roiling Door,Interior only - Install new roll-up coiling doors behind each of the two existing storefront entrances.,,,
12/02/2025,006306-25PA,Building & Land Use Pre-Application,Completed,10604    39TH  AVE  SW  SEATTLE,,"DEMOLISH EXISTING GARAGE, ADDING 2 NEW RESIDENTIAL 								UNITS",,,
12/02/2025,006318-25PA,Building & Land Use Pre-Application,In Process,4220   NE  123RD  ST   SEATTLE,Sequoia @ Cedar Park Residence,Proposed Single Family Residence,,,
12/02/2025,006312-25PA,Building & Land Use Pre-Application,Initiated,13303  R   5TH  AVE  NE  SEATTLE,SA30 / JACKSON PARK,Telecommunications Facility Equipment Upgrades,,,
12/02/2025,006308-25PA,Building & Land Use Pre-Application,In Process,6526    18TH  AVE  NW  SEATTLE,Chou SFR Dwelling Unit Addition,"CONSTRUCTION OF A 2-STORY SINGLE FAMILY DWELLING UNIT WITH ATTACHED GARAGE. TOTAL LIVING AREA TO BE 1,576 SF AND GARAGE AREA TO BE 263 SF.",,,
12/02/2025,006305-25PA,Building & Land Use Pre-Application,Completed,1414    Lakeside  AVE  S,Boat Life and Dock Mitigation,This is 3 portion of the application; ATF Jet Ski Lift removalATF Boat Lift InstallationDock enhancement for retaining wall for wildlife protection and mitigation,,,
12/02/2025,006309-25PA,Building & Land Use Pre-Application,Additional Info Requested,610   S  Charlestown  ST,Olympic Seattle Lateral MP10.2 Valve Replacement Project,Olympic proposes to replace the existing concrete vault and blockvalve on the existing Seattle Lateral pipeline,,,
12/02/2025,006302-25PA,Building & Land Use Pre-Application,In Process,145    YALE  AVE  N  SEATTLE,145 Yale Ave N,Install 3-bay tent structure (55'x40') atop concrete ecology blocks (6'Lx2'Wx2'H). Rotate existing u-shaped container configuration 90 degrees clockwise with opening positioned to the north. designate 5 parking stalls (18'Lx9'W ea.) in the northeast corner of the parcel with traffic paint.,,,
12/02/2025,006316-25PA,Building & Land Use Pre-Application,Completed,821    27TH  AVE   SEATTLE,Sleamaker DADU,Construct a 2-story DADU behind existing SF house.,,,
12/02/2025,006304-25PA,Building & Land Use Pre-Application,Completed,8654    DELRIDGE  WAY  SW  SEATTLE,,6 lot unit lot subdivision,,,
12/02/2025,006303-25PA,Building & Land Use Pre-Application,Reviews Completed,10323    3RD  AVE  NW  SEATTLE,,"REMOVE EXISTING STRUCTURE(S). BUILD 5 NEW SINGLE-FAMILY RESIDENCES, PER PLAN. PROJECT TO EXCEED 5,000 SF OF NEW AND REPLACED HARD SURFACES.",,,
12/02/2025,006300-25PA,Building & Land Use Pre-Application,Additional Info Requested,945   S  DORIS  ST   SEATTLE,GEORGETOWN,Swap existing equipment with new equipment on existing cell tower,,,
12/02/2025,006313-25PA,Building & Land Use Pre-Application,Completed,4126    CHILBERG  AVE  SW  SEATTLE,4126 chilberg Reframe,Reconstruct house on existing foundation with same footprint,,,
12/02/2025,006299-25PA,Building & Land Use Pre-Application,Completed,3864    DELRIDGE  WAY  SW  SEATTLE,Yuk Kwan Tsui,"*full plan review required* alterations to portion of an existing commercial building, per plans",,,
12/01/2025,006286-25PA,Building & Land Use Pre-Application,Completed,2516    15TH  AVE  W  SEATTLE,Essex House Apartments-Water Damage Repair,"Water damage repairs from a pipe break that occurred at the Essex House, a 4-story, 14-unit wood-frame apartment building, originally constructed in 1963",,,
